FOLDER,IN FILE,CHANNEL,OFFSET,DURATION,OUT FILE,DATE,TIME,HOUR,DATE-12,TIME-12, HOUR-12,AUTO ID,PULSES,MATCHING,MARGIN,ALTERNATES,N,Fc,Sc,Dur,Fmax,Fmin,Fmean,TBC,Fk,Tk,S1,Tc,Qual,FILES,MANUAL ID
SITE8,UNIT11943_20170411_045704.wac,0,1446.821,2.078,UNIT11943_0_20170411_052110_821,11/04/2017,05:21:10,5,10/04/2017,17:21:10,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_045704.wac,0,1480.013,4.986,UNIT11943_0_20170411_052144_013,11/04/2017,05:21:44,5,10/04/2017,17:21:44,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_052704.wac,0,0,2.099,UNIT11943_0_20170411_052704_000,11/04/2017,05:27:04,5,10/04/2017,17:27:04,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_055704.wac,0,0,2.099,UNIT11943_0_20170411_055704_000,11/04/2017,05:57:04,5,10/04/2017,17:57:04,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_055704.wac,0,156.817,3.083,UNIT11943_0_20170411_055940_817,11/04/2017,05:59:40,5,10/04/2017,17:59:40,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CHECK
SITE8,UNIT11943_20170411_055704.wac,0,703.139,2.16,UNIT11943_0_20170411_060847_139,11/04/2017,06:08:47,6,10/04/2017,18:08:47,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_055704.wac,0,1457.251,3.449,UNIT11943_0_20170411_062121_251,11/04/2017,06:21:21,6,10/04/2017,18:21:21,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CHECK
SITE8,UNIT11943_20170411_055704.wac,0,1464.343,2.057,UNIT11943_0_20170411_062128_343,11/04/2017,06:21:28,6,10/04/2017,18:21:28,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_055704.wac,0,1477.657,2.043,UNIT11943_0_20170411_062141_657,11/04/2017,06:21:41,6,10/04/2017,18:21:41,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_062704.wac,0,0,2.099,UNIT11943_0_20170411_062704_000,11/04/2017,06:27:04,6,10/04/2017,18:27:04,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_062704.wac,0,219.121,2.579,UNIT11943_0_20170411_063043_121,11/04/2017,06:30:43,6,10/04/2017,18:30:43,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170411_062704.wac,0,222.437,2.062,UNIT11943_0_20170411_063046_437,11/04/2017,06:30:46,6,10/04/2017,18:30:46,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170406_192000.wac,0,0,2.099,UNIT11943_0_20170406_192000_000,06/04/2017,19:20:00,19,06/04/2017,07:20:00,7,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1005.597,2.102,UNIT11943_0_20170409_053949_597,09/04/2017,05:39:49,5,08/04/2017,17:39:49,17,Noise,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1013.917,2.082,UNIT11943_0_20170409_053957_917,09/04/2017,05:39:57,5,08/04/2017,17:39:57,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1023.485,2.314,UNIT11943_0_20170409_054007_485,09/04/2017,05:40:07,5,08/04/2017,17:40:07,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1051.177,2.222,UNIT11943_0_20170409_054035_177,09/04/2017,05:40:35,5,08/04/2017,17:40:35,17,Noise,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1086.422,2.077,UNIT11943_0_20170409_054110_422,09/04/2017,05:41:10,5,08/04/2017,17:41:10,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1103.864,2.035,UNIT11943_0_20170409_054127_864,09/04/2017,05:41:27,5,08/04/2017,17:41:27,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1115.249,2.151,UNIT11943_0_20170409_054139_249,09/04/2017,05:41:39,5,08/04/2017,17:41:39,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1121.187,2.113,UNIT11943_0_20170409_054145_187,09/04/2017,05:41:45,5,08/04/2017,17:41:45,17,Noise,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1161.507,2.393,UNIT11943_0_20170409_054225_507,09/04/2017,05:42:25,5,08/04/2017,17:42:25,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1169.585,2.014,UNIT11943_0_20170409_054233_585,09/04/2017,05:42:33,5,08/04/2017,17:42:33,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1181.442,2.757,UNIT11943_0_20170409_054245_442,09/04/2017,05:42:45,5,08/04/2017,17:42:45,17,Noise,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1196.099,2.1,UNIT11943_0_20170409_054300_099,09/04/2017,05:43:00,5,08/04/2017,17:43:00,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1207.753,2.047,UNIT11943_0_20170409_054311_753,09/04/2017,05:43:11,5,08/04/2017,17:43:11,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1218.352,2.047,UNIT11943_0_20170409_054322_352,09/04/2017,05:43:22,5,08/04/2017,17:43:22,17,Noise,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1237.257,2.042,UNIT11943_0_20170409_054341_257,09/04/2017,05:43:41,5,08/04/2017,17:43:41,17,Noise,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1242.719,2.18,UNIT11943_0_20170409_054346_719,09/04/2017,05:43:46,5,08/04/2017,17:43:46,17,Noise,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1254.259,2.041,UNIT11943_0_20170409_054358_259,09/04/2017,05:43:58,5,08/04/2017,17:43:58,17,Noise,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1272.434,2.065,UNIT11943_0_20170409_054416_434,09/04/2017,05:44:16,5,08/04/2017,17:44:16,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1302.534,2.665,UNIT11943_0_20170409_054446_534,09/04/2017,05:44:46,5,08/04/2017,17:44:46,17,Noise,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1309.586,2.213,UNIT11943_0_20170409_054453_586,09/04/2017,05:44:53,5,08/04/2017,17:44:53,17,Noise,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1330.772,2.027,UNIT11943_0_20170409_054514_772,09/04/2017,05:45:14,5,08/04/2017,17:45:14,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1338.653,3.646,UNIT11943_0_20170409_054522_653,09/04/2017,05:45:22,5,08/04/2017,17:45:22,17,Noise,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1362.155,2.244,UNIT11943_0_20170409_054546_155,09/04/2017,05:45:46,5,08/04/2017,17:45:46,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1368.19,2.109,UNIT11943_0_20170409_054552_190,09/04/2017,05:45:52,5,08/04/2017,17:45:52,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1374.15,2.049,UNIT11943_0_20170409_054558_150,09/04/2017,05:45:58,5,08/04/2017,17:45:58,17,Noise,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1380.435,2.065,UNIT11943_0_20170409_054604_435,09/04/2017,05:46:04,5,08/04/2017,17:46:04,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1427.542,2.057,UNIT11943_0_20170409_054651_542,09/04/2017,05:46:51,5,08/04/2017,17:46:51,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1467.369,2.33,UNIT11943_0_20170409_054731_369,09/04/2017,05:47:31,5,08/04/2017,17:47:31,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1513.691,2.409,UNIT11943_0_20170409_054817_691,09/04/2017,05:48:17,5,08/04/2017,17:48:17,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_052304.wac,0,1533.704,2.095,UNIT11943_0_20170409_054837_704,09/04/2017,05:48:37,5,08/04/2017,17:48:37,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_055304.wac,0,0,2.099,UNIT11943_0_20170409_055304_000,09/04/2017,05:53:04,5,08/04/2017,17:53:04,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_055304.wac,0,166.896,2.103,UNIT11943_0_20170409_055550_896,09/04/2017,05:55:50,5,08/04/2017,17:55:50,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_055304.wac,0,184.046,2.053,UNIT11943_0_20170409_055608_046,09/04/2017,05:56:08,5,08/04/2017,17:56:08,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_055304.wac,0,1184.288,2.011,UNIT11943_0_20170409_061248_288,09/04/2017,06:12:48,6,08/04/2017,18:12:48,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_062304.wac,0,0,2.099,UNIT11943_0_20170409_062304_000,09/04/2017,06:23:04,6,08/04/2017,18:23:04,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_062304.wac,0,1307.753,2.047,UNIT11943_0_20170409_064451_753,09/04/2017,06:44:51,6,08/04/2017,18:44:51,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_062304.wac,0,1394.501,2.098,UNIT11943_0_20170409_064618_501,09/04/2017,06:46:18,6,08/04/2017,18:46:18,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_062304.wac,0,1402.549,2.05,UNIT11943_0_20170409_064626_549,09/04/2017,06:46:26,6,08/04/2017,18:46:26,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_062304.wac,0,1415.366,2.033,UNIT11943_0_20170409_064639_366,09/04/2017,06:46:39,6,08/04/2017,18:46:39,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_062304.wac,0,1418.803,2.097,UNIT11943_0_20170409_064642_803,09/04/2017,06:46:42,6,08/04/2017,18:46:42,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_062304.wac,0,1427.431,2.068,UNIT11943_0_20170409_064651_431,09/04/2017,06:46:51,6,08/04/2017,18:46:51,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_062304.wac,0,1436.231,2.068,UNIT11943_0_20170409_064700_231,09/04/2017,06:47:00,6,08/04/2017,18:47:00,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_065304.wac,0,0,2.099,UNIT11943_0_20170409_065304_000,09/04/2017,06:53:04,6,08/04/2017,18:53:04,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_192500.wac,0,0,2.099,UNIT11943_0_20170409_192500_000,09/04/2017,19:25:00,19,09/04/2017,07:25:00,7,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_192500.wac,0,1250.34,2.059,UNIT11943_0_20170409_194550_340,09/04/2017,19:45:50,19,09/04/2017,07:45:50,7,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_192500.wac,0,1704.392,2.007,UNIT11943_0_20170409_195324_392,09/04/2017,19:53:24,19,09/04/2017,07:53:24,7,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_192500.wac,0,1737.872,2.027,UNIT11943_0_20170409_195357_872,09/04/2017,19:53:57,19,09/04/2017,07:53:57,7,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_195502.wac,0,0,2.099,UNIT11943_0_20170409_195502_000,09/04/2017,19:55:02,19,09/04/2017,07:55:02,7,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_195502.wac,0,787.515,2.085,UNIT11943_0_20170409_200809_515,09/04/2017,20:08:09,20,09/04/2017,08:08:09,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_195502.wac,0,928.378,2.921,UNIT11943_0_20170409_201030_378,09/04/2017,20:10:30,20,09/04/2017,08:10:30,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_195502.wac,0,962.397,2.103,UNIT11943_0_20170409_201104_397,09/04/2017,20:11:04,20,09/04/2017,08:11:04,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_202504.wac,0,0,2.099,UNIT11943_0_20170409_202504_000,09/04/2017,20:25:04,20,09/04/2017,08:25:04,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_202504.wac,0,649.357,2.043,UNIT11943_0_20170409_203553_357,09/04/2017,20:35:53,20,09/04/2017,08:35:53,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170409_202504.wac,0,868.021,2.079,UNIT11943_0_20170409_203932_021,09/04/2017,20:39:32,20,09/04/2017,08:39:32,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_202504.wac,0,1030.377,2.023,UNIT11943_0_20170409_204214_377,09/04/2017,20:42:14,20,09/04/2017,08:42:14,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170409_202504.wac,0,1118.273,2.027,UNIT11943_0_20170409_204342_273,09/04/2017,20:43:42,20,09/04/2017,08:43:42,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170409_202504.wac,0,1208.514,2.085,UNIT11943_0_20170409_204512_514,09/04/2017,20:45:12,20,09/04/2017,08:45:12,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170409_202504.wac,0,1691.865,2.034,UNIT11943_0_20170409_205315_865,09/04/2017,20:53:15,20,09/04/2017,08:53:15,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170409_202504.wac,0,1694.537,2.962,UNIT11943_0_20170409_205318_537,09/04/2017,20:53:18,20,09/04/2017,08:53:18,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170409_202504.wac,0,1725.45,2.949,UNIT11943_0_20170409_205349_450,09/04/2017,20:53:49,20,09/04/2017,08:53:49,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170409_205504.wac,0,0,2.099,UNIT11943_0_20170409_205504_000,09/04/2017,20:55:04,20,09/04/2017,08:55:04,8,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_205504.wac,0,640.488,4.211,UNIT11943_0_20170409_210544_488,09/04/2017,21:05:44,21,09/04/2017,09:05:44,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170409_205504.wac,0,1399.955,3.245,UNIT11943_0_20170409_211823_955,09/04/2017,21:18:23,21,09/04/2017,09:18:23,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170409_205504.wac,0,1480.755,2.045,UNIT11943_0_20170409_211944_755,09/04/2017,21:19:44,21,09/04/2017,09:19:44,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170409_212504.wac,0,0,2.099,UNIT11943_0_20170409_212504_000,09/04/2017,21:25:04,21,09/04/2017,09:25:04,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_212504.wac,0,620.551,2.049,UNIT11943_0_20170409_213524_551,09/04/2017,21:35:24,21,09/04/2017,09:35:24,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170409_212504.wac,0,655.181,2.019,UNIT11943_0_20170409_213559_181,09/04/2017,21:35:59,21,09/04/2017,09:35:59,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170409_212504.wac,0,1121.004,2.095,UNIT11943_0_20170409_214345_004,09/04/2017,21:43:45,21,09/04/2017,09:43:45,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170409_212504.wac,0,1251.987,2.613,UNIT11943_0_20170409_214555_987,09/04/2017,21:45:55,21,09/04/2017,09:45:55,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170409_212504.wac,0,1297.043,2.056,UNIT11943_0_20170409_214641_043,09/04/2017,21:46:41,21,09/04/2017,09:46:41,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170409_215504.wac,0,0,2.099,UNIT11943_0_20170409_215504_000,09/04/2017,21:55:04,21,09/04/2017,09:55:04,9,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_222504.wac,0,0,2.099,UNIT11943_0_20170409_222504_000,09/04/2017,22:25:04,22,09/04/2017,10:25:04,10,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_222504.wac,0,216.308,2.091,UNIT11943_0_20170409_222840_308,09/04/2017,22:28:40,22,09/04/2017,10:28:40,10,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170409_225504.wac,0,0,2.099,UNIT11943_0_20170409_225504_000,09/04/2017,22:55:04,22,09/04/2017,10:55:04,10,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_225504.wac,0,186.502,3.497,UNIT11943_0_20170409_225810_502,09/04/2017,22:58:10,22,09/04/2017,10:58:10,10,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Plecotus  sp.
SITE8,UNIT11943_20170409_225504.wac,0,1754.452,2.047,UNIT11943_0_20170409_232418_452,09/04/2017,23:24:18,23,09/04/2017,11:24:18,11,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_232504.wac,0,0,2.099,UNIT11943_0_20170409_232504_000,09/04/2017,23:25:04,23,09/04/2017,11:25:04,11,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170409_235504.wac,0,0,2.099,UNIT11943_0_20170409_235504_000,09/04/2017,23:55:04,23,09/04/2017,11:55:04,11,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_002504.wac,0,0,2.099,UNIT11943_0_20170410_002504_000,10/04/2017,00:25:04,0,09/04/2017,12:25:04,12,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_005504.wac,0,0,2.099,UNIT11943_0_20170410_005504_000,10/04/2017,00:55:04,0,09/04/2017,12:55:04,12,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_005504.wac,0,77.625,2.374,UNIT11943_0_20170410_005621_625,10/04/2017,00:56:21,0,09/04/2017,12:56:21,12,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PIPI
SITE8,UNIT11943_20170410_012504.wac,0,0,2.099,UNIT11943_0_20170410_012504_000,10/04/2017,01:25:04,1,09/04/2017,13:25:04,13,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_012504.wac,0,351.272,2.027,UNIT11943_0_20170410_013055_272,10/04/2017,01:30:55,1,09/04/2017,13:30:55,13,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_012504.wac,0,1308.066,3.133,UNIT11943_0_20170410_014652_066,10/04/2017,01:46:52,1,09/04/2017,13:46:52,13,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_015504.wac,0,0,2.099,UNIT11943_0_20170410_015504_000,10/04/2017,01:55:04,1,09/04/2017,13:55:04,13,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_022504.wac,0,0,2.099,UNIT11943_0_20170410_022504_000,10/04/2017,02:25:04,2,09/04/2017,14:25:04,14,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_025504.wac,0,0,2.099,UNIT11943_0_20170410_025504_000,10/04/2017,02:55:04,2,09/04/2017,14:55:04,14,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_032504.wac,0,0,2.099,UNIT11943_0_20170410_032504_000,10/04/2017,03:25:04,3,09/04/2017,15:25:04,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_035504.wac,0,0,2.099,UNIT11943_0_20170410_035504_000,10/04/2017,03:55:04,3,09/04/2017,15:55:04,15,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_042504.wac,0,0,2.099,UNIT11943_0_20170410_042504_000,10/04/2017,04:25:04,4,09/04/2017,16:25:04,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_045504.wac,0,0,2.099,UNIT11943_0_20170410_045504_000,10/04/2017,04:55:04,4,09/04/2017,16:55:04,16,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_052504.wac,0,0,2.099,UNIT11943_0_20170410_052504_000,10/04/2017,05:25:04,5,09/04/2017,17:25:04,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_055504.wac,0,0,2.099,UNIT11943_0_20170410_055504_000,10/04/2017,05:55:04,5,09/04/2017,17:55:04,17,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_055504.wac,0,1415.578,2.021,UNIT11943_0_20170410_061839_578,10/04/2017,06:18:39,6,09/04/2017,18:18:39,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_062504.wac,0,0,2.099,UNIT11943_0_20170410_062504_000,10/04/2017,06:25:04,6,09/04/2017,18:25:04,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_065504.wac,0,0,2.099,UNIT11943_0_20170410_065504_000,10/04/2017,06:55:04,6,09/04/2017,18:55:04,18,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_192700.wac,0,0,2.099,UNIT11943_0_20170410_192700_000,10/04/2017,19:27:00,19,10/04/2017,07:27:00,7,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_192700.wac,0,1602.385,2.014,UNIT11943_0_20170410_195342_385,10/04/2017,19:53:42,19,10/04/2017,07:53:42,7,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
SITE8,UNIT11943_20170410_195702.wac,0,0,2.099,UNIT11943_0_20170410_195702_000,10/04/2017,19:57:02,19,10/04/2017,07:57:02,7,Noise,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Noise
